NUMERO DOSSIER;iddebiteur
6154508;689
6154941;690
6160757;691
6161742;692
6165481;693
6166134;694
6168662;695
6172177;696
6172798;697
6175683;698
6180195;699
6182665;700
6216126;701
6222747;702
6231935;703
6235935;704
6236212;705
6254635;706
6282567;707
6290408;708
6309798;709
6310618;710
6313922;711
6314026;712
6319475;713
6324216;714
6324639;715
6335785;716
6340275;717
6373075;718
6391665;719
6396280;720
6397054;721
6397102;722
6398411;723
6398463;724
6398958;725
6399143;726
6402829;727
6402859;728
6403147;729
6411384;730
6411896;731
6418715;732
6423080;733
6423881;734
6426505;735
6428311;736
6441537;737
6441596;738
6444862;739
6445308;740
6445513;741
6451773;742
6454718;743
6455313;744
6463293;745
6463830;746
6471563;747
6482463;748
6491225;749
6492834;750
6495705;751
6502673;752
6504895;753
6515996;754
6538403;755
6539525;756
6552873;757
6553467;758
6553784;759
6574743;760
6591153;761
6595254;762
6611263;763
6612274;764
6624503;765
6628846;766
6631355;767
6634543;768
6639123;769
6639393;770
6643043;771
6665443;772
6675836;773
6690423;774
6690683;775
6694213;776
6698473;777
6708173;778
6712413;779
6732023;780
6732545;781
6734953;782
6736153;783
6749303;784
6754278;785
6754361;786
6755468;787
6755814;788
6759620;789
6760762;790
6760800;791
6761313;792
6762028;793
6762737;794
6763425;795
6763919;796
6765690;797
6768827;798
6768876;799
6770125;800
6771200;801
6771917;802
6771938;803
6772247;804
6772311;805
6772939;806
6773881;807
6778839;808
6782482;809
6787826;810
6789030;811
6789332;812
6789384;813
6790940;814
6791534;815
6797609;816
6798197;817
6798236;818
6798385;819
6802041;820
6807234;821
6807836;822
6808097;823
6811472;824
6812540;825
6816037;826
6817255;827
6818915;828
6819519;829
6820723;830
6823418;831
6823643;832
6824898;833
6825338;834
6825556;835
6826299;836
6827415;837
6828261;838
6828961;839
6829496;840
6829637;841
6829781;842
6831760;843
6832342;844
6832502;845
6834784;846
6835497;847
6837675;848
6839316;849
6841044;850
6841983;851
6843438;852
6844374;853
6849228;854
6850395;855
6851156;856
6852059;857
6852551;858
6858576;859
6858881;860
6860462;861
6863506;862
6869605;863
6870444;864
6870794;865
6877024;866
6884873;867
6890914;868
6892384;869
6897945;870
6906983;871
6912393;872
6920545;873
6931903;874
6946983;875
6949496;876
6956553;877
6960993;878
6989773;879
6997493;880
7018003;881
7028023;882
7054583;883
7065733;884
7072754;885
7075363;886
7093543;887
7097053;888
7115923;889
7123683;890
7130853;891
7148104;892
7154683;893
7156364;894
7160513;895
7160993;896
7187005;897
7189263;898
7193723;899
7211053;900
7211553;901
7219383;902
7220413;903
7222793;904
7243163;905
7250484;906
7277603;907
7280323;908
7288103;909
7292383;910
7293533;911
7296033;912
7307443;913
7319803;914
7324604;915
7339604;916
7345403;917
7347444;918
7349463;919
7358463;920
7370323;921
7370683;922
7380443;923
7384733;924
7398203;925
7402344;926
7404243;927
7413686;928
7414489;929
7414567;930
7415645;931
7418814;932
7440843;933
7447928;934
7449239;935
7449448;936
7449695;937
7449836;938
7450086;939
7450643;940
7450767;941
7452022;942
7454558;943
7457126;944
7457718;945
7467573;946
7477063;947
7478523;948
7493713;949
7496794;950
7503354;951
7510623;952
7524634;953
7530344;954
7542994;955
7556982;956
7557017;957
7557634;958
7558587;959
7558738;960
7559899;961
7562098;962
7562656;963
7566280;964
7567245;965
7569143;966
7569368;967
7570701;968
7575784;969
7576445;970
7591104;971
7619544;972
7628854;973
7636674;974
7667174;975
7667814;976
7668514;977
7681704;978
7695864;979
7702174;980
7711764;981
7734524;982
7738425;983
7751504;984
7759597;985
7761381;986
7764825;987
7766238;988
7769255;989
7772078;990
7776453;991
7777633;992
7779071;993
7779619;994
7786425;995
7789265;996
7804385;997
7830745;998
7834966;999
7843189;1000
7843739;1001
7844133;1002
7844171;1003
7849665;1004
7850707;1005
7850807;1006
7860595;1007
7872165;1008
7880555;1009
7891868;1010
7898865;1011
7911355;1012
7912622;1013
7912800;1014
7914216;1015
7914251;1016
7915697;1017
7918845;1018
7922166;1019
7924257;1020
7928295;1021
7930685;1022
7932726;1023
7935175;1024
7937635;1025
7938597;1026
7946197;1027
7947934;1028
7965665;1029
7979935;1030
7987455;1031
7997055;1032
7997555;1033
7999035;1034
8005905;1035
8006915;1036
8012795;1037
8042165;1038
8046653;1039
8071105;1040
8083165;1041
8085925;1042
8091605;1043
8095667;1044
8101446;1045
8104072;1046
8118626;1047
8122417;1048
8127725;1049
8134495;1050
8148545;1051
8173211;1052
8190015;1053
8203135;1054
8205572;1055
8206134;1056
8206490;1057
8207215;1058
8208717;1059
8209498;1060
8209696;1061
8210818;1062
8210966;1063
8211044;1064
8212411;1065
8215658;1066
8217161;1067
8217719;1068
8219029;1069
8219172;1070
8227080;1071
8230165;1072
8252225;1073
8258806;1074
8260405;1075
8274425;1076
8302813;1077
8315945;1078
8329237;1079
8363165;1080
8371315;1081
8374296;1082
8380985;1083
8381555;1084
8385155;1085
8387415;1086
8388045;1087
8393445;1088
8415065;1089
8416765;1090
8427665;1091
8428697;1092
8431875;1093
8438515;1094
8452096;1095
8468373;1096
8472695;1097
8478095;1098
8482355;1099
8512885;1100
8528735;1101
8535555;1102
8541505;1103
8542835;1104
8548039;1105
8548081;1106
8551355;1107
8552585;1108
8553515;1109
8557415;1110
8564266;1111
8570925;1112
8574875;1113
8584775;1114
8598675;1115
8611885;1116
8615456;1117
8618526;1118
8620797;1119
8631121;1120
8632530;1121
8640225;1122
8641211;1123
8642798;1124
8650245;1125
8653825;1126
8655295;1127
8683185;1128
8685095;1129
8693475;1130
8695136;1131
8699925;1132
8721395;1133
8763125;1134
8766045;1135
8769855;1136
8786955;1137
8792618;1138
8806924;1139
8808476;1140
8811575;1141
8817747;1142
8818835;1143
8826826;1144
8841525;1145
8841705;1146
8852765;1147
8854705;1148
8854785;1149
8858276;1150
8858295;1151
8866085;1152
8867045;1153
8875419;1154
8880061;1155
8883786;1156
8893846;1157
8895816;1158
8919575;1159
8920790;1160
8921600;1161
8922554;1162
8923144;1163
8929096;1164
8929246;1165
8931095;1166
8932777;1167
8939005;1168
8941305;1169
8944895;1170
8951139;1171
8953745;1172
8954206;1173
8954442;1174
8954768;1175
8956047;1176
8956723;1177
8957327;1178
8958747;1179
8959867;1180
8960075;1181
8960131;1182
8960532;1183
8960549;1184
8960596;1185
8961325;1186
8961363;1187
8961787;1188
8962541;1189
8975956;1190
8990677;1191
8997387;1192
9002005;1193
9007495;1194
9017069;1195
9018405;1196
9018701;1197
9024276;1198
9035145;1199
9035705;1200
9040406;1201
9060875;1202
9063805;1203
9070525;1204
9087245;1205
9097346;1206
9107755;1207
9130655;1208
9135432;1209
9166985;1210
9173095;1211
9173696;1212
9179286;1213
9188965;1214
9190665;1215
9206755;1216
9210345;1217
9211405;1218
9212300;1219
9228725;1220
9251575;1221
9269255;1222
9269676;1223
9270000;1224
9271933;1225
9277895;1226
9281247;1227
9283066;1228
9284425;1229
9284667;1230
9285555;1231
9286105;1232
9301675;1233
9301977;1234
9304565;1235
9305065;1236
9306205;1237
9311785;1238
9321605;1239
9325514;1240
9327517;1241
9327958;1242
9330698;1243
9331848;1244
9332213;1245
9334315;1246
9335147;1247
9337029;1248
9337786;1249
9340818;1250
9342968;1251
9344555;1252
9345127;1253
9350025;1254
9354925;1255
9355518;1256
9359108;1257
9365550;1258
9366135;1259
9370612;1260
9373377;1261
9373674;1262
9379637;1263
9382515;1264
9386416;1265
9389465;1266
9391656;1267
9394158;1268
9395222;1269
9402796;1270
9403318;1271
9403397;1272
9403596;1273
9407198;1274
9410425;1275
9410695;1276
9416915;1277
9433845;1278
9435616;1279
9436186;1280
9438237;1281
9442945;1282
9447985;1283
9466671;1284
9468341;1285
9468458;1286
9470875;1287
9471896;1288
9473574;1289
9474891;1290
9475512;1291
9475793;1292
9479696;1293
9479795;1294
9480972;1295
9481424;1296
9485502;1297
9486176;1298
9486756;1299
9487083;1300
9487946;1301
9488808;1302
9493651;1303
9495604;1304
9498518;1305
9499066;1306
9499817;1307
9500701;1308
9501991;1309
9503497;1310
9506142;1311
9506330;1312
9509285;1313
9509317;1314
9510996;1315
9512097;1316
9512764;1317
9514761;1318
9519172;1319
9519327;1320
9519943;1321
9523013;1322
9526923;1323
9528563;1324
9531101;1325
9531547;1326
9531661;1327
9539260;1328
9539458;1329
9539728;1330
9540136;1331
9540900;1332
9541473;1333
9541906;1334
9541978;1335
9542021;1336
9543155;1337
9544458;1338
9545773;1339
9546412;1340
9546448;1341
9552633;1342
9552773;1343
9554753;1344
9555305;1345
9555958;1346
9557931;1347
9558273;1348
9558543;1349
9561317;1350
9562284;1351
9563205;1352
9568269;1353
9569818;1354
9570948;1355
9570965;1356
9572222;1357
9575776;1358
9576077;1359
9576874;1360
9577751;1361
9581182;1362
9583129;1363
9584689;1364
9584718;1365
9586094;1366
9586588;1367
9586958;1368
9587561;1369
9588135;1370
9588480;1371
9590084;1372
9590397;1373
9590875;1374
9592773;1375
9595192;1376
9595375;1377
9595476;1378
9595505;1379
9600709;1380
9602939;1381
9605738;1382
9607188;1383
9610491;1384
9610640;1385
9611509;1386
9612017;1387
9612674;1388
9612961;1389
9614532;1390
9615246;1391
9616388;1392
9620213;1393
9621533;1394
9621748;1395
9622327;1396
9624825;1397
9626221;1398
9626980;1399
9627733;1400
9628368;1401
9629611;1402
9631388;1403
9633065;1404
9633914;1405
9634452;1406
9634703;1407
9635388;1408
9637171;1409
9637506;1410
9642175;1411
9642918;1412
9642936;1413
9643332;1414
9643449;1415
9646156;1416
9647507;1417
9651202;1418
9651645;1419
9651738;1420
9652789;1421
9653166;1422
9653610;1423
9656057;1424
9656164;1425
9656184;1426
9662676;1427
9663585;1428
9663634;1429
9663946;1430
9664288;1431
9665457;1432
9670135;1433
9670999;1434
9671172;1435
9671404;1436
9671885;1437
9672975;1438
9674836;1439
9679992;1440
9680498;1441
9681152;1442
9681884;1443
9681956;1444
9683730;1445
9683876;1446
9685888;1447
9686567;1448
9687571;1449
9690110;1450
9690430;1451
9691048;1452
9692330;1453
9692709;1454
9694717;1455
9694768;1456
9697605;1457
9697768;1458
9698064;1459
9700399;1460
9701275;1461
9701554;1462
9704535;1463
9705370;1464
9705960;1465
9706032;1466
9709781;1467
9709851;1468
9711040;1469
9712253;1470
9713064;1471
9713497;1472
9713905;1473
9714041;1474
9715513;1475
9715753;1476
9716265;1477
9716340;1478
9720038;1479
9721176;1480
9723710;1481
9724762;1482
9724954;1483
9725324;1484
9725540;1485
9726883;1486
9727798;1487
9727931;1488
9729168;1489
9729998;1490
9732697;1491
9732952;1492
9737601;1493
9737670;1494
9738018;1495
9738048;1496
9739124;1497
9741692;1498
9741860;1499
9742196;1500
9743248;1501
9743515;1502
9745794;1503
9746477;1504
9750123;1505
9752460;1506
9752524;1507
9753317;1508
9754789;1509
9755072;1510
9755413;1511
9755849;1512
9756338;1513
9757063;1514
9757563;1515
9758335;1516
9759673;1517
9761694;1518
9763799;1519
9765066;1520
9767123;1521
9768867;1522
9769097;1523
9769605;1524
9773557;1525
9774356;1526
9775087;1527
9775367;1528
9775390;1529
9779529;1530
9780166;1531
9780662;1532
9782183;1533
9784140;1534
9784429;1535
9784591;1536
9785001;1537
9785604;1538
9786398;1539
9786637;1540
9788182;1541
9789355;1542
9790082;1543
9790179;1544
9790718;1545
9790884;1546
9793230;1547
9796667;1548
9798171;1549
9799806;1550
9800320;1551
9800613;1552
9800723;1553
9801003;1554
9801882;1555
9802851;1556
9802941;1557
9804151;1558
9805761;1559
9807557;1560
9807786;1561
9808148;1562
9808382;1563
9808698;1564
9814492;1565
9814591;1566
9814816;1567
9815132;1568
9816342;1569
9816378;1570
9819392;1571
9820347;1572
9820698;1573
9821202;1574
9822919;1575
9823082;1576
9825770;1577
9826373;1578
9827149;1579
9827744;1580
9828195;1581
9828335;1582
9829723;1583
9830755;1584
9831515;1585
9834097;1586
9834145;1587
9836578;1588
9837477;1589
9839847;1590
9841757;1591
9842859;1592
9843094;1593
9843192;1594
9843379;1595
9844068;1596
9844752;1597
9846640;1598
9847039;1599
9847481;1600
9847512;1601
9847847;1602
9848877;1603
9850163;1604
9851256;1605
9853415;1606
9854116;1607
9855025;1608
9855110;1609
9855387;1610
9856997;1611
9857262;1612
9858981;1613
9859522;1614
9859824;1615
9860640;1616
9861001;1617
9861590;1618
9861647;1619
9862451;1620
9863623;1621
9865633;1622
9866994;1623
9867879;1624
9869349;1625
9869758;1626
9869800;1627
9869904;1628
9871224;1629
9871314;1630
9875273;1631
9875996;1632
9876924;1633
9878517;1634
9879304;1635
9879371;1636
9880128;1637
9880364;1638
9881325;1639
9883353;1640
9884243;1641
9884773;1642
9885756;1643
9888484;1644
9889386;1645
9890634;1646
9892264;1647
9892416;1648
9892537;1649
9892543;1650
9897009;1651
9900166;1652
9900435;1653
9901598;1654
9901912;1655
9903203;1656
9906813;1657
9908005;1658
9909568;1659
9909749;1660
9912037;1661
9914104;1662
9915479;1663
9916088;1664
9916196;1665
9916256;1666
9916579;1667
9916711;1668
9916741;1669
9916920;1670
9921141;1671
9921877;1672
9922033;1673
9923842;1674
9924680;1675
9925588;1676
9926167;1677
9926459;1678
9928946;1679
9931660;1680
9933424;1681
9935168;1682
9935533;1683
9939522;1684
9945110;1685
9945643;1686
9946378;1687
9946431;1688
9947218;1689
9948879;1690
9949609;1691
9950474;1692
9953359;1693
9954337;1694
9957101;1695
9957480;1696
9961539;1697
9962582;1698
9963404;1699
9965568;1700
9965881;1701
9967134;1702
9967190;1703
9967742;1704
9967797;1705
9967901;1706
9968087;1707
9968337;1708
9968465;1709
9968732;1710
9969002;1711
9970208;1712
9970229;1713
9971716;1714
9972171;1715
9972987;1716
9976275;1717
9976480;1718
9977713;1719
9978882;1720
9979889;1721
9980478;1722
9981226;1723
9981343;1724
9981449;1725
9982879;1726
9983145;1727
9983672;1728
9984600;1729
9985184;1730
9985434;1731
9987149;1732
9987323;1733
9987482;1734
9988516;1735
9990160;1736
9991409;1737
9994300;1738
9997227;1739
9999499;1740
10000416;1741
10002308;1742
10002370;1743
10003080;1744
10003261;1745
10007468;1746
10008427;1747
10009246;1748
10009280;1749
10009439;1750
10009692;1751
10009823;1752
10010083;1753
10011261;1754
10011735;1755
10014659;1756
10015287;1757
10016491;1758
10016870;1759
10017031;1760
10017194;1761
10017456;1762
10017862;1763
10017940;1764
10021064;1765
10022630;1766
10022820;1767
10022987;1768
10029175;1769
10029303;1770
10029829;1771
10031131;1772
10031386;1773
10032451;1774
10032904;1775
10033884;1776
10037044;1777
10037191;1778
10039179;1779
10039307;1780
10040996;1781
10042689;1782
10045162;1783
10047257;1784
10048431;1785
10049660;1786
10050947;1787
10051679;1788
10052176;1789
10053432;1790
10053460;1791
10055465;1792
10056395;1793
10056798;1794
10056869;1795
10057818;1796
10058275;1797
10059505;1798
10060733;1799
10060912;1800
10063104;1801
10063902;1802
10064827;1803
10066118;1804
10072217;1805
10073364;1806
10073493;1807
10074820;1808
10076947;1809
10077708;1810
10078265;1811
10078798;1812
10079274;1813
10080045;1814
10081275;1815
10081899;1816
10082124;1817
10082566;1818
10083868;1819
10084365;1820
10085529;1821
10085992;1822
10089452;1823
10097226;1824
10097851;1825
10099475;1826
10100071;1827
10100903;1828
10102555;1829
10103658;1830
10103826;1831
10105229;1832
10105552;1833
10106480;1834
10107097;1835
10107413;1836
10108653;1837
10109641;1838
10112004;1839
10112046;1840
10113087;1841
10119481;1842
10120112;1843
10120717;1844
10121197;1845
10122774;1846
10123099;1847
10123173;1848
10123724;1849
10123751;1850
10123998;1851
10124272;1852
10124853;1853
10126364;1854
10128393;1855
10131844;1856
10132516;1857
10134194;1858
10135177;1859
10135377;1860
10138803;1861
10139083;1862
10139117;1863
10140500;1864
10141900;1865
10143008;1866
10143093;1867
10145344;1868
10145437;1869
10145736;1870
10145928;1871
10146620;1872
10146704;1873
10147394;1874
10149652;1875
10150531;1876
10151952;1877
10153333;1878
10154820;1879
10155679;1880
10156052;1881
10157783;1882
10160610;1883
10161703;1884
10162121;1885
10163731;1886
10164475;1887
10164925;1888
10165184;1889
10165209;1890
10165286;1891
10166883;1892
10166953;1893
10167548;1894
10168088;1895
10168546;1896
10171066;1897
10171100;1898
10171824;1899
10172332;1900
10175454;1901
10177564;1902
10180900;1903
10181238;1904
10182830;1905
10183007;1906
10185793;1907
10189645;1908
10189661;1909
10190270;1910
10191913;1911
10192572;1912
10192781;1913
10196977;1914
10198564;1915
10199600;1916
10199631;1917
10201545;1918
10201649;1919
10202508;1920
10202790;1921
10203714;1922
10204271;1923
10205428;1924
10206920;1925
10207082;1926
10207130;1927
10207342;1928
10209285;1929
10210281;1930
10210466;1931
10210885;1932
10210944;1933
10211079;1934
10212853;1935
10215051;1936
10216371;1937
10216933;1938
10217679;1939
10217819;1940
10219676;1941
10220222;1942
10221373;1943
10221520;1944
10225305;1945
10225469;1946
10228058;1947
10228854;1948
10230019;1949
10231742;1950
10231838;1951
10232384;1952
10232677;1953
10234032;1954
10235575;1955
10239008;1956
10240504;1957
10241246;1958
10242825;1959
10243837;1960
10246751;1961
10246965;1962
10247498;1963
10248471;1964
10248499;1965
10251154;1966
10252598;1967
10253159;1968
10258161;1969
10258937;1970
10258974;1971
10259187;1972
10259364;1973
10259864;1974
10259873;1975
10265910;1976
10268087;1977
10268795;1978
10269743;1979
10271153;1980
10274410;1981
10274421;1982
10276640;1983
10277275;1984
10277809;1985
10277949;1986
10277962;1987
10278246;1988
10278554;1989
10283310;1990
10287844;1991
10288574;1992
10290049;1993
10291894;1994
10292080;1995
10296486;1996
10297003;1997
10297967;1998
10298256;1999
10301179;2000
10302777;2001
10303207;2002
10304335;2003
10306944;2004
10309046;2005
10309457;2006
10310269;2007
10316360;2008
10316885;2009
10317487;2010
10321768;2011
10323959;2012
10324071;2013
10328544;2014
10331332;2015
10331677;2016
10332512;2017
10332839;2018
10333630;2019
10333827;2020
10333916;2021
10334593;2022
10334780;2023
10335660;2024
10335722;2025
10336627;2026
10338102;2027
10338729;2028
10339299;2029
10341713;2030
10344992;2031
10346111;2032
10346672;2033
10348486;2034
10348867;2035
10349433;2036
10351873;2037
10351886;2038
10353962;2039
10354781;2040
10354832;2041
10356828;2042
10357109;2043
10358115;2044
10358533;2045
10366207;2046
10367745;2047
10367748;2048
10367807;2049
10368294;2050
10368654;2051
10368790;2052
10370468;2053
10376434;2054
10378233;2055
10378496;2056
10379383;2057
10380372;2058
10383329;2059
10383391;2060
10383793;2061
10384339;2062
10387605;2063
10388327;2064
10388597;2065
10388849;2066
10388879;2067
10388938;2068
10391384;2069
10391483;2070
10391526;2071
10392536;2072
10392754;2073
10395837;2074
10396294;2075
10398269;2076
10400292;2077
10402096;2078
10403892;2079
10404198;2080
10404280;2081
10406017;2082
10409178;2083
10409182;2084
10410647;2085
10411197;2086
10411649;2087
10412831;2088
10415472;2089
10420705;2090
10425784;2091
10426579;2092
10426805;2093
10428175;2094
10429908;2095
10429961;2096
10434100;2097
10435458;2098
10436538;2099
10440731;2100
10443030;2101
10444372;2102
10444686;2103
10446155;2104
10447168;2105
10447224;2106
10449401;2107
10450041;2108
10452265;2109
10454497;2110
10456167;2111
10457866;2112
10463829;2113
10463938;2114
10465474;2115
10467374;2116
10467526;2117
10467645;2118
10469480;2119
10471912;2120
10471943;2121
10472547;2122
10472808;2123
10472862;2124
10474608;2125
10475897;2126
10477385;2127
10478727;2128
10481467;2129
10482283;2130
10483139;2131
10483284;2132
10484734;2133
10485068;2134
10486695;2135
10486701;2136
10487906;2137
